,STT,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Viện Quản lý,Học phần điều kiện,Tên tiếng anh,Trọng số,Mục tiêu,Nội dung
133,133,BF3017,Đồ án I – Quá trình và thiết bị,1(0-0-2-2),1,2,VCNSHVTP,"ME2015,BF3014,BF3016=",Project I: Processes and Equipments,0.7,"Trang bị cho sinh viên ngành quá trình và thiết bị SH - TP kiến thức về hoàn
thành 1 đồ án môn học chuyên ngành về tính toán, thiết kế, vẽ kết cấu ở quy mô
nhỏ trước lúc làm đồ án tốt nghiệp.","Sinh viên tính toán các nội dung về nhiệt, tính bền và các phần liên quan đồng
thời về thiết bị (bản vẽ lắp) trên bản Ao.Đồ án môn học được bảo vệ trước bộ
môn."
134,134,BF3018,Quản lý chất lượng trong công nghệ thực phẩm,2(2-0-0-4),2,2,VCNSHVTP,"BF3012,BF3032",Quality Management in Food Technology,0.7,"Sinh viên được trang bị các kiến thức cơ bản về vai trò của chất lượng, quá
trình phát triển của chất lượng các vấn đề liên quan đến quản lý chất lượng
trong công nghiệp thực phẩm, tiêu chuẩn hóa và giới thiệu một số hệ thống chất
lượng.","* Chất lượng thực phẩm 
  * Hoạt động chất lượng và hoạt động quản lýchất lượng   

  * Kỹ thuật lấy mẫu và kiểm tra bằng quy hoạch mẫu   

  * Kiểm soát quá trình sản xuất bằng các phương pháp thống kê   

  * Tiêu chuẩn hóa  

  * Giới thiệu một số hệ thống quản lý chất lượng"
135,135,BF3019,Kỹ thuật đo lường và lý thuyết điều khiển tự động,3(3-0-1-6),3,4.5,VCNSHVTP, ,Process Measurement and Control,0.7,"* Trang bị cho sinh viên những kiến thức cơ bản về kỹ thuật đo lường các thông số công nghệ cơ bản và lý thuyết điều khiển tự động hệ tuyến tính hóa. 
  * Sau khi hoàn thành học phần này sinh viên biết xác định phương pháp đo, chọn dụng cụ đo và xử lý kết quả đo các thông số công nghệ cơ bản và hiểu nguyên lý hoạt động của hệ thống điều chỉnh tự động các quá trình công nghệ.","* Phần1: Cơ sở lý thuyết điều khiển tự động hệ tuyến tính hóa. Trong đó giới thiệu phương pháp phân tích và tổng hợp hệ thống điều khiển tự động bao gồm phương pháp phương trình vi phân và biến đổi Laplace. Khảo sát đặc tính của các khâu cơ bản. Luật điều chỉnh. Đánh giá độ ổn định của hệ thống tự động và chất lượng quá trình điều chỉnh. 
  * Phần 2: Kỹ thuật đo lường các thông số công nghệ cơ bản. Giới thiệu những khái niệm cơ bản của khoa học đo lường, trong đó cấp chính xác dụng cụ đo, sai số phép đo. Trình bày nguyên lý đo, cấu tạo của cảm biến, sơ đồ đo và phương pháp lắp đặt cảm biến vào đối tượng công nghệ để đo và điều khiển các thông số công nghệ cơ bản (nhiệt độ, áp suất, lưu lượng, mức, độ ẩm, pH)."
136,136,BF3020,Hóa sinh thực phẩm,2(2-1-0-4),2,3,VCNSHVTP,BF3010,Food Biochemistry,0.8,,
137,137,BF3021,Hóa sinh thực phẩm,2(2-1-0-4),2,3,VCNSHVTP,"BF3010,CH3306",Food Biochemistry,0.8,,
138,138,BF3022,Kỹ thuật xử lý chất thải trong công nghiệp thực phẩm,2(1-2-0-4),2,3,VCNSHVTP,"(BF3010/BF3050),BF3012,BF3023",Waste Treatment in Food Industry,0.7,"Học sinh nắm được các nguyên lý phương pháp xử lý phế thải hữu cơ và nước thải
trong công nghệ thực phẩm bằng giải pháp sinh học.","* Tính chất và phân loại các chất thải trong công nghệ thực phẩm.
  * Các phương pháp xử lý môi trường, đánh giá kết quả xử lý."
139,139,BF3023,Nhập môn KT Thực phẩm,2(2-0-1-4),2,3.5,VCNSHVTP, ,Introduction to Food Engineering,0.7,"* Tạo môi trường thực hành và điều kiện học trải nghiệm để sinh viện nhận thức sâu hơn về đặc điểm của ngành nghề và yêu cầu công việc sau này, tự khám phá kiến thức thông qua thực hành, đồng thời rèn luyện một số kỹ năng tay nghề tối thiểu (thay cho môn thực tập nhận thức/thực tập xưởng trước kia). 
  * Sinh viên được làm quen và tìm hiểu ngành nghề thông qua bài giảng cuả giảng viên, bài giảng của giáo viên thỉnh giảng và các bài tập PTN.","* Khái niệm ngành 
  * Nguyên tắc kỹ thuật sinh học trong công nghệ sản xuất sản phẩm thực phẩm.   

  * Giới thiệu về chuyên ngành Kỹ thuật thực phẩm   

  * Tham quan cơ sở chuyên ngành/ giáo viên thỉnh giảng của cơ sở   

  * Bài tập phòng thí nghiệm theo nhóm do sinh viên thiết kế   

  * Thực hiện đề tài theo nhóm, báo cáo viết"
140,140,BF3030,Vi sinh đại cương,3(3-1-1-6),3,5.5,VCNSHVTP, ,General Microbiology,0.6,,
141,141,BF3031,Vi sinh đại cương,4(3-0-2-8),4,6,VCNSHVTP, ,General Microbiology,0.7,,
142,142,BF3032,Dinh dưỡng và an toàn thực phẩm,3(2-2-0-4),3,4,VCNSHVTP,BF3010/BF3012/BF3050,Nutrition and Food Safety,0.7,"Sinh viên được trang bị các kiến thức cơ bản về vai trò của các chất dinh
dưỡng, các nguyên tắc xây dựng chế độ dinh dưỡng và mối quan hệ hữu cơ giữa
thực phẩm, tình trạng dinh dưỡng, đôc tố thực phẩm với các bệnh tật có liên
quan và các biện pháp nhằm đảm bảo an toàn dinh dưỡng va an toàn thực phẩm.","* Các chất dinh dưỡng và vai trò của chúng trong dinh dưỡng 
  * Các nguyên tắc cơ bản trong việc xây dựng chế độ dinh dưỡng cho mọi đối tượng   

  * Một số chế độ dinh dưỡng,   

  * Sự ô nhiễm thực phẩm bởi các tác nhân sinh học,   

  * Ô nhiễm thực phẩm bởi các tác nhân hoá học   

  * Ngộ độc thực phẩm   

  * Các biện pháp tăng cường vệ sinh an toàn thực phẩm."
143,143,BF3033,Các phương pháp phân tích và kiểm tra chất lượng thực phẩm,4(3-0-2-8),4,6,VCNSHVTP,"CH3306/(CH3316,CH3318)",Food Quality Analysis and Inspection,0.7,"* Cung cấp cho sinh viên những kiến thức cơ bản nhất về các phương pháp phân tích vật lý, hoá lý quan trọng và phổ biến nhất. Giúp sinh viên biết cách vận hành các thiết bị phân tích. 
  * Biết được các ứng dụng trong phân tích, kiểm tra chất lượng thực phẩm.","* Nhóm các phương pháp quang phổ 
  * Nhóm các phương pháp điện hóa   

  * Nhóm các phương pháp tách và làm giàu hoá học   

  * Nhóm các phương pháp phân tích chỉ tiêu hoá học"
144,144,BF3040,Vi sinh thực phẩm,2(2-1-1-6),2,4.5,VCNSHVTP, ,Food Microbiology,0.6,,
145,145,BF3041,Vi sinh thực phẩm,2(2-1-1-6),2,4.5,VCNSHVTP, ,Food Microbiology,0.6,,
146,146,BF3050,Hoá sinh,4(4-0-0-8),4,4,VCNSHVTP,"CH3223,(CH3316,CH3318)/CH3306=",Biochemistry,0.7,,
147,147,BF3060,Công nghệ môi trường đại cương,2(2-1-0-4),2,3,VCNSHVTP, ,General environment Technology,0.8,,
148,148,BF3070,Kỹ thuật thực phẩm đại cương,3(3-0-0-6),3,3,VCNSHVTP, ,General Food Engineering,0.8,,
149,149,BF3080,Quá trình và thiết bị cơ học,3(3-1-0-6),3,4,VCNSHVTP, ,Mechanical Process and Equipment,0.8,,
150,150,BF3090,Quá trình và thiết bị nhiệt,3(3-1-0-6),3,4,VCNSHVTP,HE2010,Heat transfer Process and Equipment,0.8,,
151,151,BF3091,TN Hóa sinh,2(0-0-4-4),2,6,VCNSHVTP,BF3050=/BF3010=,Biochemistry Lab,1,"Sinh viên được học, làm quen và rèn luyện kỹ năng trong chuẩn bị và phân tích
các hợp phần thực phẩm, bao gồm protein, axit amin, gluxit, lipit , vitamin và
hoạt độ enzym.","* Thực hành một số phương pháp phân tích định tính và định lượng các hợp phần thực phẩm và phương pháp xác định hoạt độ enzym. Các bài thí nghiệm được thiết kế hoàn chỉnh bao gồm từ lựa chọn phương pháp, pha hóa chất, chuẩn bị mẫu, phân tích, tính toán, diễn giải kết quả. 
  * Các bài thí nghiệm bao gồm:Phương pháp Kendan. Xác định hàm lượng nitơ tổng số và protein, Phương pháp đo quang, xác định hàm lượng protein: Lowry/Bradforrd, Xác định hàm lượng đường khử tổng.   

  * Phân tích và xác định hàm lượng đường không khử (saccarose, tinh bột), Kỹ thuật sắc ký bản mỏng. Áp dụng trong đỊnh loại gluxit, lipit, axit amin, Đánh giá các chỉ số lí hóa của dầu mỡ, Định lượng vitamin (C và B1), Xác định hoạt độ enzym, Áp dụng cho protease, amylase, và polyphenoloxydase."
152,152,BF3110,Quá trình và thiết bị chuyển khối,3(3-1-0-6),3,4,VCNSHVTP, ,Mass Transfer Process and Equipment,0.8,,
153,153,BF3111,Vi sinh vật,3(3-0-0-6),3,3,VCNSHVTP,BF2110,Microbiology,0.7,"Sinh viên nắm được cấu trúc tế bào vi khuẩn, virus và vi nấm; đặc điểm sinh lý
và hệ thống phân loại vi sinh vật, đặc điểm trao đổi chất của các nhóm vi sinh
vật quan trọng và vai trò của vi sinh vật trong các ngành công nghiệp, nông
nghiệp và môi trường.","* Học phần được chia làm 6 chương về đặc điểm sinh lý, sinh hoá và sinh thái của vi sinh vật, tập trung vào các nhóm vi sinh vật có ứng dụng trong công nghiệp.
  * Mô tả cấu trúc các nhóm tế bào vi khuẩn, vi nấm và virus và hệ thống phân loại vi sinh vật; cung cấp các kiến thức về các con đường trao đổi chất ở tế bào vi sinh vật; khả năng ứng dụng của vi sinh vật trong công nghiệp sinh học, nông nghiệp và môi trường."
154,154,BF3112,TN Vi sinh vật,2(0-0-4-4),2,6,VCNSHVTP,"BF3111=,BF2111",Microbiology Lab,0.7,"Trang bị kỹ năng thực nghiệm cơ bản về chuẩn bị môi trường, kỹ thuật nuôi cấy
vi sinh vật ; kỹ thuật làm tiêu bản và nghiên cứu cấu trúc tế bào, nghiên cứu
đặc điểm hình thái sinh lý của một số nhóm vi sinh vật điển hình.","Các bài thí nghiệm bao gồm: Chuẩn bị dụng cụ thí nghiệm; Chế tạo môi trường
dinh dưỡng sử dụng kính hiển vi; kỹ thuật gieo cấy vi sinh vật; kỹ thuật phân
lập vi sinh vật; kỹ thuật định lượng tế bào vi sinh vật, kỹ thuật nuôi vi sinh
vật hiếu khí, yếm khí, đánh giá khả năng lên men của vi sinh vật."
155,155,BF3113,Sinh học tế bào và miễn dịch,4(3-1-1-8),4,5.5,VCNSHVTP,"(BF2110,BF2112)/(BF3350,BF3370)",Cellular and Immunological Biology,0.7,"* Cung cấp các kiến thức cơ bản cấu trúc chức năng tế bào và các bộ phận tế bào, quá trình trao đổi chất và năng lượng trong tế bào, cơ chế tiếp nhận và xử lí thông tin tế bào. 
  * Trang bị các kiến thức cơ bản về cấu tạo, thành phần và nguyên tắc hoạt động của hệ thống đáp ứng miễn dịch. Các kiến thức cơ sở về nguyên tắc sản xuất vacxin, kháng thể đơn dòng, kháng thể tái tổ hợp… và một số phương pháp phân tích dựa trên nguyên tắc miễn dịch như ELISA, sắc kí miễn dịch...","* Cấu trúc và chức năng tế bào; Trao đổi chất và năng lượng, Màng tế bào và quá trình vận chuyển vật chất và thông tin; Cơ chế xử lý thông tin tế bào; Cơ sở tế bào của di truyền học. 
  * Khái niệm cơ bản về đáp ứng miễn dịch; Các cơ quan và tế bào tham gia đáp ứng miễn dịch. Kháng nguyên; Lympho bào- B; Bổ thể; Lympho bào T; Trình diện kháng nguyên-phức hợp hòa hệ mô chủ yếu; Một số ứng dụng thực tiễn dựa trên nguyên tắc miễn dịch."
156,156,BF3114,Sinh thái học môi trường,3(3-0-0-6),3,3,VCNSHVTP,BF3111,Environmental Ecology,0.7,"* Trang bị kiến thức về sinh thái học, mối quan hệ giữa sinh thái và môi trường, các biến động môi trường và hậu quả sinh thái học, giúp cho sinh viên có cách nhìn hệ thống và có thể áp dụng các quy luật sinh thái trong công tác quản lý môi trường. 
  * Bên cạnh đó, sinh viên được trang bị kiến thức về vai trò của sinh vật cũng như điều kiện vận hành tự nhiên của hệ sinh thái là cơ sở cho môn học công nghệ sinh học môi trường cũng như các kỹ thuật sinh học trong bảo vệ môi trường.  

  * Bên cạnh đó trang bị kiến thức cơ bản về an toàn sinh học và đạo đức sinh học, nhằm đảm bảo chất lượng cuộc sống môi trường và sinh thái con người.","Khái niệm chung về sinh thái học; các phương pháp nghiên cứu sinh thái học. Hệ
sinh thái; các thành tố của hệ sinh thái. Các quy luật sinh thái; tương tác
các thành tố trong hệ sinh thái. Nguyên tắc hoạt động của hệ sinh thái. Các
chu trình sinh địa hóa học, nhiễu loạn và hậu quả. Sinh thái môi trường học
quần thể. Sinh thái môi trường học quần xã. Độc chất sinh thái học và chỉ thị
sinh thái môi trường. Đa dạng sinh học và sự tuyệt chủng. Các yếu tố gây biến
động môi trường và các hệ quả về sinh thái. An toàn sinh học và các vấn đề về
an toàn sinh học. Đạo đức sinh học."
157,157,BF3115,Di truyền học và sinh học phân tử,3(2-2-0-6),3,4,VCNSHVTP,"BF2110/(BF3350,BF3370)",Genetics and Molecular Biology,0.7,"* Trang bị các kiến thức nhập môn về sinh học phân tử và di truyền học, cấu trúc và các nguyên lý hoạt động cơ bản của hệ thống di truyền trong cơ thể, nguyên tắc điều khiển các hoạt động này trong cơ thể procaryot và eucaryot. 
  * Sau khi kết thúc học phần, học sinh hiểu được nguyên lý hoạt động của hệ thống di truyền ở mức độ phân tử và có khả năng khai thác và phát triển các ứng dụng từ kiến thức thu được","* Di truyền học: Vật chất di truyền, Cấu trúc gen và bộ gen; Di truyền vi sinh vật; Các quy luật di truyền; Biến dị 
  * Sinh học phân tử: Tái bản và ổn định của gen; Hoạt động và biểu hiện gen; Ứng dụng và triển vọng của sinh học phân tử."
158,158,BF3116,Kỹ thuật gen,3(2-1-1-6),3,4.5,VCNSHVTP,"BF3112,BF3115/(BF3119,BF3199)",Genetic Engineering,0.7,"* Trang bị cho sinh viên các kiến thức cơ bản về kỹ thuật gen và công nghệ DNA tái tổ hợp; Các yếu tố cần thiết trong kỹ thuật gen cũng như phương pháp chủ yếu trong nghiên cứu phân lập và tách dòng gen; 
  * Sinh viên nắm được cơ sở khoa học của các ứng dụng chủ yếu của kỹ thuật gen trong sản xuất protein, enzyme tái tổ hợp.","* Các phương pháp cơ bản sử dụng trong kỹ thuật gen. Ứng dụng của các kỹ thuật gen. 
  * Tách dòng và biểu hiện gen ở vi sinh vật ; Các hệ thống biểu hiện gen ở vi sinh vật; Nghiên cứu biểu hiện các gen đã tách dòng ; Ứng dụng kỹ thuật gen vi sinh vật trong thực tiễn.  

  * Các kỹ thuật biến nạp gen ở thực vật, các kỹ thuật phân tích cây chuyển gen, các ứng dụng và các nguy cơ của thực vật chuyển   
gen."
159,159,BF3117,Phương pháp phân tích trong CNSH,2(2-0-1-4),2,3.5,VCNSHVTP,"CH3306/(CH3316,CH3318),CH3080,BF2110",Instrumental Analysis in Biotechnology,0.7,"Cung cấp kiến thức cơ bản về các phương pháp phân tích bằng công cụ thường sử
dụng trong lĩnh vực công nghệ sinh học để sinh viên có khả năng lựa chọn
phương pháp và áp dụng các phương pháp này trong nghiên cứu và sản xuất.","* Nguyên tắc hoạt động, sơ đồ hệ thống thiết bị của các phương pháp phân tích thường sử dụng trong lĩnh vực công nghệ sinh học như các phương pháp sắc ký ( sắc ký khí, sắc ký lỏng cao áp, sắc ký trao đổi ion, sắc ký lớp mỏng…), các phương pháp quang phổ (quang phổ hấp thụ nguyên tử, phát xạ nguyên tử, quang phổ tử ngoại-khả kiến, quang phổ huỳnh quang, quang phổ hồng ngoại, các phương pháp điện hoá (đo điện thế, đo độ dẫn điện), phương pháp đánh dấu và điện di mao dẫn; 
  * Phương pháp sắc ký , Phương pháp quang phổ và Phương pháp điện di."
160,160,BF3119,Miễn dịch học,2(2-0-0-4),2,2,VCNSHVTP, ,Immunology,0.7,,
161,161,BF3120,Quá trình và thiết bị sinh học,2(2-1-0-6),2,3,VCNSHVTP,BF3070,Biological Process Engineering,0.8,,
162,162,BF3121,Quá trình và thiết bị CNSH,2(2-0-0-4),2,2,VCNSHVTP,"CH3402,CH3431",Biological Process and Equipment,0.7,"Trang bị cho sinh viên những kiến thức cơ bản về sự chuyển đổi vật chất trong
một số quá trình cơ bản của công nghệ sinh học công nghiệp như quá trình sinh
khối, quá trình thuỷ phân, quá trình sinh tổng hợp vi sinh thu sản phẩm hoặc
chế phẩm. Sinh viên có khả năng giải thích, vận hành thiết bị thực hiện các
quá trình này.","* Sự chuyển đổi vật chất trong quá trình sinh khối, quá trình thuỷ phân, quá trình sinh tổng hợp vi sinh thu sản phẩm hoặc chế phẩm ; Cấu tạo và nguyên lý làm việc của các thiết bị sử dụng thực hiện các quá trình; Động học của phản ứng và cách xác định các tham số của các quá trình công nghệ sinh học. 
  * Cấu tạo, dụng cụ đo đạc và kiểm soát các thùng lên men; thu hồi sản phẩm; Các biện pháp xử lý tình huống trong thiết bị lên men công nghiệp  

  * Cấu tạo, nguyên lý đo và chuyển đổi tín hiệu của các Cảm biến đo nhiệt độ, áp suất, nồng độ chất khô, mật độ tế bào, nồng độ oxy,   
nồng độ axit,…."
163,163,BF3122,Đồ án chuyên ngành,2(0-4-0-4),2,4,VCNSHVTP,BF3121=,Project in Biological Engineering,0.5,"Trang bị kiến thức để SV biết cách tính cân bằng sản phẩm, tính điện, hơi,
nước, tính và chọn thiết bị, bố trí mặt bằng của 1 phân xưởng SX, thể hiện
trên bản vẽ. Từ đó sinh viên có khả năng thiết kế một phân xưởng trong dây
chuyền sản xuất CNSH và CNTP.","Chọn và thuyết minh dây chuyền công nghệ. Tính cân bằng sản phẩm. Tính điện,
hơi, nước. Tính và chọn thiết bị. Bố trí mặt bằng phân xưởng."
